ID	did	seurat_cluster	kmeans_cluster	labels
Cell2189	1	2	4	6
Cell2190	1	8	6	1
Cell2191	1	11	1	4
Cell2192	1	9	6	1
Cell2193	1	8	6	1
Cell2194	1	3	5	2
Cell2195	1	3	5	2
Cell2196	1	2	4	6
Cell2197	1	4	6	5
Cell2198	1	7	1	8
Cell2199	1	1	3	7
Cell2200	1	1	3	7
Cell2201	1	13	6	5
Cell2202	1	12	2	3
Cell2203	1	3	5	2
Cell2204	1	12	2	3
Cell2205	1	10	1	8
Cell2206	1	6	1	4
Cell2207	1	3	7	2
Cell2208	1	10	1	8
Cell2209	1	6	1	4
Cell2210	1	4	6	5
Cell2212	1	3	7	2
Cell2213	1	6	1	4
Cell2214	1	6	1	4
Cell2215	1	6	1	4
Cell2216	1	2	8	6
Cell2217	1	10	1	8
Cell2218	1	8	6	1
Cell2219	1	6	1	4
Cell2220	1	9	6	1
Cell2221	1	5	2	3
Cell2222	1	2	4	6
Cell2223	1	6	1	4
Cell2224	1	9	6	1
Cell2225	1	3	5	2
Cell2226	1	7	1	8
Cell2227	1	1	3	7
Cell2228	1	11	1	4
Cell2229	1	4	6	5
Cell2230	1	3	5	2
Cell2231	1	3	5	2
Cell2232	1	8	6	1
Cell2233	1	1	3	7
Cell2235	1	1	3	7
Cell2236	1	2	8	6
Cell2237	1	2	4	6
Cell2238	1	1	3	7
Cell2239	1	5	2	3
Cell2240	1	8	6	1
Cell2241	1	9	6	1
Cell2242	1	4	6	5
Cell2243	1	13	6	5
Cell2244	1	9	6	1
Cell2246	1	8	6	1
Cell2247	1	2	4	6
Cell2248	1	3	7	2
Cell2249	1	1	3	7
Cell2250	1	4	6	5
Cell2251	1	11	1	4
Cell2252	1	1	3	7
Cell2253	1	3	5	2
Cell2254	1	6	1	4
Cell2255	1	2	8	6
Cell2256	1	1	3	7
Cell2257	1	1	3	7
Cell2258	1	1	3	7
Cell2259	1	7	1	8
Cell2260	1	3	5	2
Cell2261	1	5	2	3
Cell2262	1	6	1	4
Cell2263	1	10	1	8
Cell2264	1	7	1	8
Cell2266	1	6	1	4
Cell2267	1	8	6	1
Cell2268	1	1	3	7
Cell2269	1	6	1	4
Cell2270	1	7	1	8
Cell2271	1	9	6	1
Cell2272	1	4	6	5
Cell2273	1	10	1	8
Cell2274	1	11	1	4
Cell2275	1	12	2	3
Cell2276	1	5	2	3
Cell2277	1	4	6	5
Cell2278	1	1	3	7
Cell2279	1	5	2	3
Cell2280	1	6	1	4
Cell2281	1	1	3	7
Cell2282	1	4	6	5
Cell2283	1	2	8	6
Cell2285	1	1	3	7
Cell2286	1	10	1	8
Cell2287	1	4	6	5
Cell2288	1	1	3	7
Cell2289	1	3	7	2
Cell2290	1	12	2	3
Cell2291	1	2	8	6
Cell2292	1	5	2	3
Cell2294	1	1	3	7
Cell2295	1	4	6	5
Cell2297	1	1	3	7
Cell2299	1	1	3	7
Cell2300	1	9	6	1
Cell2301	1	7	1	8
Cell2302	1	3	5	2
Cell2303	1	11	1	4
Cell2304	1	5	2	3
Cell2305	1	3	5	2
Cell2306	1	4	6	5
Cell2307	1	2	8	6
Cell2308	1	11	1	4
Cell2309	1	1	3	7
Cell2310	1	9	6	1
Cell2311	1	8	6	1
Cell2312	1	6	1	4
Cell2313	1	6	1	4
Cell2314	1	1	3	7
Cell2315	1	2	4	6
Cell2316	1	1	3	7
Cell2317	1	1	3	7
Cell2318	1	3	5	2
Cell2319	1	1	3	7
Cell2320	1	1	3	7
Cell2321	1	7	1	8
Cell2322	1	7	1	8
Cell2323	1	3	7	2
Cell2324	1	7	1	8
Cell2325	1	1	3	7
Cell2326	1	4	6	5
Cell2327	1	2	8	6
Cell2328	1	7	1	8
Cell2329	1	4	6	5
Cell2330	1	8	6	1
Cell2331	1	10	1	8
Cell2332	1	2	4	6
Cell2333	1	8	6	1
Cell2334	1	1	3	7
Cell2335	1	12	2	3
Cell2336	1	1	3	7
Cell2337	1	7	1	8
Cell2338	1	10	1	8
Cell2339	1	8	6	1
Cell2340	1	4	6	5
Cell2341	1	7	1	8
Cell2342	1	11	1	4
Cell2343	1	2	8	6
Cell2344	1	1	3	7
Cell2345	1	1	3	7
Cell2346	1	1	3	7
Cell2347	1	7	1	8
Cell2348	1	2	4	6
Cell2349	1	3	5	2
Cell2350	1	11	1	4
Cell2351	1	11	1	4
Cell2353	1	13	6	5
Cell2354	1	3	7	2
Cell2355	1	2	8	6
Cell2356	1	1	3	7
Cell2357	1	12	2	3
Cell2358	1	11	1	4
Cell2359	1	1	3	7
Cell2360	1	1	3	7
Cell2361	1	1	3	7
Cell2362	1	3	5	2
Cell2363	1	4	6	5
Cell2364	1	12	2	3
Cell2365	1	1	3	7
Cell2366	1	3	5	2
Cell2367	1	3	5	2
Cell2368	1	12	2	3
Cell2369	1	3	7	2
Cell2370	1	10	1	8
Cell2371	1	5	2	3
Cell2372	1	12	2	3
Cell2373	1	3	7	2
Cell2374	1	3	5	2
Cell2375	1	11	1	4
Cell2376	1	12	2	3
Cell2377	1	5	2	3
Cell2378	1	6	1	4
Cell2379	1	1	3	7
Cell2380	1	8	6	1
Cell2381	1	1	3	7
Cell2382	1	1	3	7
Cell2383	1	5	2	3
Cell2384	1	3	5	2
Cell2385	1	6	1	4
Cell2386	1	2	8	6
Cell2387	1	2	4	6
Cell2388	1	8	6	1
Cell2389	1	3	5	2
Cell2391	1	1	3	7
Cell2392	1	2	4	6
Cell2393	1	8	6	1
Cell2394	1	4	6	5
Cell2395	1	1	3	7
Cell2396	1	11	1	4
Cell2397	1	2	4	6
Cell2398	1	11	1	4
Cell2399	1	13	6	5
Cell2400	1	9	6	1
Cell2401	1	3	5	2
Cell2402	1	2	4	6
Cell2403	1	5	2	3
Cell2404	1	7	1	8
Cell2405	1	3	7	2
Cell2406	1	1	3	7
Cell2407	1	10	1	8
Cell2408	1	7	1	8
Cell2409	1	10	1	8
Cell2410	1	3	5	2
Cell2411	1	11	1	4
Cell2412	1	2	8	6
Cell2413	1	6	1	4
Cell2414	1	13	6	5
Cell2415	1	2	8	6
Cell2416	1	5	2	3
Cell2417	1	10	1	8
Cell2419	1	9	6	1
Cell2420	1	13	6	5
Cell2421	1	1	3	7
Cell2422	1	11	1	4
Cell2423	1	3	5	2
Cell2424	1	12	2	3
Cell2425	1	8	6	1
Cell2426	1	4	6	5
Cell2427	1	1	3	7
Cell2428	1	5	2	3
Cell2429	1	9	6	1
Cell2430	1	4	6	5
Cell2431	1	4	6	5
Cell2432	1	6	1	4
Cell2433	1	12	2	3
Cell2434	1	11	1	4
Cell2436	1	2	4	6
Cell2437	1	6	1	4
Cell2438	1	7	1	8
Cell2439	1	1	3	7
Cell2440	1	5	2	3
Cell2441	1	6	1	4
Cell2442	1	3	5	2
Cell2443	1	9	6	1
Cell2444	1	5	2	3
Cell2445	1	1	3	7
Cell2446	1	8	6	1
Cell2447	1	10	1	8
Cell2448	1	7	1	8
Cell2449	1	5	2	3
Cell2450	1	3	5	2
Cell2451	1	12	2	3
Cell2452	1	2	4	6
Cell2453	1	11	1	4
Cell2454	1	5	2	3
Cell2455	1	4	6	5
Cell2456	1	3	5	2
Cell2457	1	6	1	4
Cell2458	1	1	3	7
Cell2459	1	1	3	7
Cell2460	1	8	6	1
Cell2461	1	1	3	7
Cell2462	1	3	7	2
Cell2463	1	1	3	7
Cell2464	1	12	2	3
Cell2465	1	3	5	2
Cell2466	1	12	2	3
Cell2467	1	9	6	1
Cell2468	1	1	3	7
Cell2469	1	4	6	5
Cell2470	1	8	6	1
Cell2471	1	8	6	1
Cell2472	1	8	6	1
Cell2473	1	5	2	3
Cell2474	1	10	1	8
Cell2475	1	4	6	5
Cell2476	1	6	1	4
Cell2477	1	12	2	3
Cell2478	1	3	5	2
Cell2479	1	2	4	6
Cell2480	1	8	6	1
Cell2481	1	4	6	5
Cell2482	1	1	3	7
Cell2483	1	3	5	2
Cell2484	1	2	4	6
Cell2485	1	8	6	1
Cell2486	1	9	6	1
Cell2487	1	12	2	3
Cell2488	1	2	4	6
Cell2489	1	8	6	1
Cell2490	1	1	3	7
Cell2491	1	5	2	3
Cell2492	1	8	6	1
Cell2493	1	7	1	8
Cell2494	1	2	8	6
Cell2495	1	9	6	1
Cell2496	1	3	7	2
Cell2497	1	8	6	1
Cell2498	1	11	1	4
Cell2499	1	1	3	7
Cell2500	1	6	1	4
Cell2501	1	11	1	4
Cell2502	1	4	6	5
Cell2503	1	2	4	6
Cell2504	1	5	2	3
Cell2505	1	6	1	4
Cell2506	1	4	6	5
Cell2507	1	8	6	1
Cell2508	1	6	1	4
Cell2509	1	3	5	2
Cell2510	1	6	1	4
Cell2511	1	4	6	5
Cell2512	1	3	7	2
Cell2513	1	9	6	1
Cell2514	1	13	6	5
Cell2515	1	4	6	5
Cell2516	1	9	6	1
Cell2517	1	8	6	1
Cell2518	1	2	4	6
Cell2519	1	8	6	1
Cell2520	1	4	6	5
Cell2521	1	3	7	2
Cell2522	1	6	1	4
Cell2523	1	2	8	6
Cell2524	1	1	3	7
Cell2525	1	6	1	4
Cell2526	1	9	6	1
Cell2527	1	2	4	6
Cell2528	1	12	2	3
Cell2529	1	5	2	3
Cell2530	1	8	6	1
Cell2531	1	8	6	1
Cell2532	1	6	1	4
Cell2533	1	9	6	1
Cell2534	1	9	6	1
Cell2535	1	13	6	5
Cell2536	1	8	6	1
Cell2537	1	6	1	4
Cell2538	1	3	5	2
Cell2539	1	2	8	6
Cell2540	1	1	3	7
Cell2541	1	2	8	6
Cell2542	1	2	8	6
Cell2543	1	4	6	5
Cell2544	1	10	1	8
Cell2545	1	10	1	8
Cell2546	1	3	5	2
Cell2547	1	4	6	5
Cell2548	1	3	7	2
Cell2549	1	11	1	4
Cell2550	1	1	3	7
Cell2551	1	2	8	6
Cell2552	1	7	1	8
Cell2553	1	7	1	8
Cell2555	1	3	7	2
Cell2556	1	11	1	4
Cell2557	1	5	2	3
Cell2558	1	6	1	4
Cell2559	1	5	2	3
Cell2560	1	3	7	2
Cell2561	1	2	4	6
Cell2562	1	1	3	7
Cell2563	1	9	6	1
Cell2564	1	3	5	2
Cell2565	1	11	1	4
Cell2566	1	4	6	5
Cell2567	1	10	1	8
Cell2568	1	3	5	2
Cell2569	1	5	2	3
Cell2570	1	10	1	8
Cell2571	1	1	3	7
Cell2572	1	2	4	6
Cell2573	1	7	1	8
Cell2574	1	8	6	1
Cell2575	1	9	6	1
Cell2576	1	2	8	6
Cell2577	1	9	6	1
Cell2578	1	2	8	6
Cell2579	1	7	1	8
Cell2580	1	7	1	8
Cell2581	1	3	5	2
Cell2582	1	8	6	1
Cell2583	1	2	8	6
Cell2584	1	2	8	6
Cell2585	1	6	1	4
Cell2586	1	3	5	2
Cell2587	1	2	8	6
Cell2588	1	7	1	8
Cell2589	1	10	1	8
Cell2590	1	1	3	7
Cell2591	1	3	5	2
Cell2592	1	2	4	6
Cell2593	1	12	2	3
Cell2594	1	3	7	2
Cell2595	1	10	1	8
Cell2596	1	1	3	7
Cell2597	1	9	6	1
Cell2598	1	1	3	7
Cell2599	1	3	7	2
Cell2601	1	1	3	7
Cell2603	1	7	1	8
Cell2604	1	11	1	4
Cell2605	1	4	6	5
Cell2606	1	3	7	2
Cell2607	1	7	1	8
Cell2608	1	9	6	1
Cell2609	1	2	4	6
Cell2610	1	4	6	5
Cell2611	1	1	3	7
Cell2612	1	3	7	2
Cell2613	1	10	1	8
Cell2614	1	9	6	1
Cell2615	1	2	8	6
Cell2616	1	8	6	1
Cell2617	1	1	3	7
Cell2618	1	11	1	4
Cell2619	1	2	8	6
Cell2620	1	9	6	1
Cell2621	1	3	7	2
Cell2622	1	1	3	7
Cell2623	1	9	6	1
Cell2624	1	2	8	6
Cell2626	1	1	3	7
Cell2627	1	3	7	2
Cell2628	1	4	6	5
Cell2629	1	11	1	4
Cell2630	1	7	1	8
Cell2631	1	9	6	1
Cell2632	1	12	2	3
Cell2633	1	1	3	7
Cell2634	1	3	5	2
Cell2635	1	9	6	1
Cell2636	1	11	1	4
Cell2638	1	6	1	4
Cell2639	1	10	1	8
Cell2640	1	13	6	5
Cell2641	1	5	2	3
Cell2642	1	1	3	7
Cell2643	1	4	6	5
Cell2644	1	4	6	5
Cell2645	1	6	1	4
Cell2647	1	9	6	1
Cell2648	1	5	2	3
Cell2649	1	8	6	1
Cell2650	1	12	2	3
Cell2651	1	4	6	5
Cell2652	1	3	5	2
Cell2653	1	10	1	8
Cell2654	1	10	1	8
Cell2655	1	3	7	2
Cell2656	1	6	1	4
Cell2657	1	1	3	7
Cell2658	1	1	3	7
Cell2659	1	1	3	7
Cell2660	1	2	8	6
Cell2661	1	1	3	7
Cell2662	1	1	3	7
Cell2663	1	11	1	4
Cell2664	1	7	1	8
Cell2665	1	3	5	2
Cell2666	1	9	6	1
Cell2667	1	3	7	2
Cell2668	1	6	1	4
Cell2669	1	5	2	3
Cell2670	1	4	6	5
Cell2671	1	12	2	3
Cell2672	1	11	1	4
Cell2673	1	3	7	2
Cell2674	1	9	6	1
Cell2675	1	3	7	2
Cell2676	1	2	4	6
Cell2677	1	2	4	6
Cell2679	1	1	3	7
Cell2680	1	6	1	4
Cell2681	1	10	1	8
Cell2682	1	8	6	1
Cell2683	1	12	2	3
Cell2684	1	2	4	6
Cell2685	1	1	3	7
Cell2686	1	11	1	4
Cell2687	1	5	2	3
Cell2688	1	1	3	7
Cell2689	1	10	1	8
Cell2690	1	3	5	2
Cell2691	1	1	3	7
Cell2692	1	6	1	4
Cell2693	1	6	1	4
Cell2694	1	2	4	6
Cell2695	1	5	2	3
Cell2696	1	4	6	5
Cell2697	1	4	6	5
Cell2698	1	11	1	4
Cell2699	1	2	8	6
Cell2701	1	1	3	7
Cell2702	1	1	3	7
Cell2703	1	2	8	6
Cell2704	1	2	8	6
Cell2705	1	2	8	6
Cell2706	1	2	4	6
Cell2707	1	1	3	7
Cell2710	1	2	4	6
Cell2711	1	5	2	3
Cell2712	1	3	5	2
Cell2714	1	9	6	1
Cell2715	1	3	5	2
Cell2716	1	3	7	2
Cell2717	1	10	1	8
Cell2718	1	2	8	6
Cell2719	1	7	1	8
Cell2720	1	2	4	6
Cell2721	1	7	1	8
Cell2722	1	4	6	5
Cell2723	1	1	3	7
Cell2724	1	3	7	2
Cell2725	1	8	6	1
Cell2726	1	8	6	1
Cell2727	1	1	3	7
Cell2728	1	4	6	5
Cell2729	1	9	6	1
Cell2731	1	6	1	4
Cell2732	1	5	2	3
Cell2733	1	7	1	8
Cell2734	1	3	5	2
Cell2735	1	11	1	4
Cell2736	1	3	7	2
Cell2737	1	1	3	7
Cell2738	1	2	8	6
Cell2739	1	3	5	2
Cell2740	1	7	1	8
Cell2741	1	3	7	2
Cell2742	1	1	3	7
Cell2743	1	3	5	2
Cell2744	1	3	7	2
Cell2745	1	7	1	8
Cell2746	1	5	2	3
Cell2748	1	9	6	1
Cell2749	1	4	6	5
Cell2750	1	5	2	3
Cell2751	1	2	8	6
Cell2752	1	7	1	8
Cell2753	1	11	1	4
Cell2754	1	1	3	7
Cell2755	1	2	8	6
Cell2756	1	9	6	1
Cell2757	1	9	6	1
Cell2758	1	2	8	6
Cell2759	1	9	6	1
Cell2760	1	3	7	2
Cell2761	1	3	7	2
Cell2762	1	12	2	3
Cell2763	1	8	6	1
Cell2764	1	1	3	7
Cell2766	1	1	3	7
Cell2767	1	2	4	6
Cell2768	1	7	1	8
Cell2769	1	6	1	4
Cell2770	1	4	6	5
Cell2771	1	9	6	1
Cell2772	1	4	6	5
Cell2773	1	4	6	5
Cell2774	1	10	1	8
Cell2775	1	1	3	7
Cell2776	1	8	6	1
Cell2777	1	5	2	3
Cell2778	1	10	1	8
Cell2779	1	3	5	2
Cell2780	1	3	5	2
Cell2781	1	4	6	5
Cell2782	1	3	7	2
Cell2783	1	9	6	1
Cell2784	1	3	7	2
Cell2785	1	7	1	8
Cell2786	1	3	5	2
Cell2787	1	9	6	1
Cell2788	1	2	8	6
Cell2789	1	2	8	6
Cell2790	1	11	1	4
Cell2791	1	1	3	7
Cell2792	1	2	4	6
Cell2793	1	3	5	2
Cell2794	1	5	2	3
Cell2795	1	11	1	4
Cell2796	1	4	6	5
Cell2797	1	2	8	6
Cell2798	1	3	5	2
Cell2799	1	4	6	5
Cell2800	1	11	1	4
Cell2801	1	2	4	6
Cell2802	1	2	4	6
Cell2803	1	11	1	4
Cell2804	1	2	8	6
Cell2806	1	13	6	5
Cell2807	1	1	3	7
Cell2808	1	9	6	1
Cell2809	1	11	1	4
Cell2810	1	3	5	2
Cell2811	1	1	3	7
Cell2812	1	7	1	8
Cell2813	1	4	6	5
Cell2814	1	3	5	2
Cell2815	1	2	8	6
Cell2816	1	10	1	8
Cell2817	1	5	2	3
Cell2819	1	6	1	4
Cell2820	1	12	2	3
Cell2821	1	2	8	6
Cell2822	1	4	6	5
Cell2823	1	5	2	3
Cell2824	1	1	3	7
Cell2825	1	6	1	4
Cell2826	1	3	5	2
Cell2827	1	8	6	1
Cell2828	1	8	6	1
Cell2829	1	2	4	6
Cell2830	1	2	4	6
Cell2831	1	9	6	1
Cell2832	1	13	6	5
Cell2833	1	1	3	7
Cell2834	1	9	6	1
Cell2835	1	1	3	7
Cell2837	1	5	2	3
Cell2838	1	10	1	8
Cell2839	1	8	6	1
Cell2840	1	2	8	6
Cell2841	1	8	6	1
Cell2842	1	7	1	8
Cell2843	1	7	1	8
Cell2844	1	8	6	1
Cell2845	1	4	6	5
Cell2846	1	9	6	1
Cell2847	1	1	3	7
Cell2848	1	6	1	4
Cell2849	1	13	6	5
Cell2851	1	9	6	1
Cell2852	1	4	6	5
Cell2853	1	1	3	7
Cell2854	1	4	6	5
Cell2855	1	1	3	7
Cell2856	1	10	1	8
Cell2857	1	2	8	6
Cell2858	1	9	6	1
Cell2859	1	8	6	1
Cell2860	1	5	2	3
Cell2861	1	1	3	7
Cell2862	1	12	2	3
Cell2864	1	1	3	7
Cell2865	1	4	6	5
Cell2866	1	6	1	4
Cell2867	1	2	8	6
Cell2868	1	4	6	5
Cell2869	1	7	1	8
Cell2870	1	1	3	7
Cell2871	1	12	2	3
Cell2872	1	3	5	2
Cell2873	1	2	4	6
Cell2874	1	4	6	5
Cell2875	1	1	3	7
Cell2876	1	6	1	4
Cell2877	1	6	1	4
Cell2878	1	4	6	5
Cell2879	1	1	3	7
Cell2880	1	12	2	3
Cell2881	1	3	5	2
Cell2882	1	1	3	7
Cell2883	1	1	3	7
Cell2884	1	9	6	1
Cell2885	1	2	8	6
Cell2886	1	4	6	5
Cell2887	1	10	1	8
Cell2889	1	4	6	5
Cell2890	1	7	1	8
Cell2891	1	1	3	7
Cell2892	1	7	1	8
Cell2893	1	5	2	3
Cell2894	1	2	4	6
Cell2895	1	4	6	5
Cell2896	1	1	3	7
Cell2897	1	9	6	1
Cell2898	1	2	4	6
Cell2899	1	3	7	2
Cell2900	1	12	2	3
Cell2901	1	10	1	8
Cell2902	1	4	6	5
Cell2903	1	8	6	1
Cell2904	1	1	3	7
Cell2905	1	3	5	2
Cell2906	1	2	8	6
Cell2907	1	7	1	8
Cell2908	1	4	6	5
Cell2909	1	9	6	1
Cell2910	1	1	3	7
Cell2912	1	3	5	2
Cell2913	1	7	1	8
Cell2914	1	4	6	5
Cell2915	1	7	1	8
Cell2916	1	3	5	2
Cell2917	1	6	1	4
Cell2918	1	10	1	8
Cell2919	1	9	6	1
Cell2920	1	12	2	3
Cell2921	1	3	7	2
Cell2922	1	6	1	4
Cell2923	1	8	6	1
Cell2924	1	12	2	3
Cell2925	1	12	2	3
Cell2926	1	4	6	5
Cell2927	1	2	4	6
Cell2928	1	1	3	7
Cell2929	1	1	3	7
Cell2930	1	5	2	3
Cell2931	1	6	1	4
Cell2932	1	7	1	8
Cell2933	1	4	6	5
Cell2934	1	9	6	1
Cell2935	1	5	2	3
Cell2936	1	10	1	8
Cell2937	1	10	1	8
Cell2938	1	5	2	3
Cell2939	1	2	8	6
Cell2940	1	5	2	3
Cell2941	1	1	3	7
Cell2942	1	2	4	6
Cell2943	1	1	3	7
Cell2944	1	7	1	8
Cell2945	1	4	6	5
Cell2946	1	6	1	4
Cell2947	1	8	6	1
Cell2948	1	11	1	4
Cell2949	1	7	1	8
Cell2950	1	2	4	6
Cell2951	1	3	7	2
Cell2952	1	3	5	2
Cell2953	1	2	4	6
Cell2954	1	6	1	4
Cell2955	1	2	4	6
Cell2956	1	1	3	7
Cell2957	1	11	1	4
Cell2958	1	5	2	3
Cell2959	1	4	6	5
Cell2960	1	3	5	2
Cell2961	1	2	4	6
Cell2962	1	1	3	7
Cell2963	1	2	8	6
Cell2964	1	11	1	4
Cell2965	1	11	1	4
Cell2966	1	1	3	7
Cell2967	1	10	1	8
Cell2968	1	2	8	6
Cell2969	1	1	3	7
Cell2971	1	9	6	1
Cell2972	1	12	2	3
Cell2973	1	3	7	2
Cell2974	1	10	1	8
Cell2975	1	2	4	6
Cell2976	1	8	6	1
Cell2977	1	11	1	4
Cell2978	1	3	5	2
Cell2979	1	4	6	5
Cell2982	1	8	6	1
Cell2983	1	1	3	7
Cell2984	1	5	2	3
Cell2985	1	12	2	3
Cell2986	1	4	6	5
Cell2987	1	13	6	5
Cell2988	1	10	1	8
Cell2989	1	1	3	7
Cell2990	1	10	1	8
Cell2991	1	7	1	8
Cell2992	1	1	3	7
Cell2993	1	5	2	3
Cell2995	1	3	5	2
Cell2996	1	5	2	3
Cell2997	1	6	1	4
Cell2998	1	2	4	6
Cell2999	1	11	1	4
Cell3000	1	2	8	6
Cell3001	1	2	4	6
Cell3002	1	12	2	3
Cell3003	1	8	6	1
Cell3004	1	3	7	2
Cell3005	1	5	2	3
Cell3006	1	1	3	7
Cell3007	1	8	6	1
Cell3008	1	1	3	7
Cell3009	1	7	1	8
Cell3010	1	3	5	2
Cell3011	1	4	6	5
Cell3012	1	4	6	5
Cell3013	1	1	3	7
Cell3015	1	13	6	5
Cell3017	1	4	6	5
Cell3018	1	7	1	8
Cell3019	1	5	2	3
Cell3020	1	8	6	1
Cell3021	1	1	3	7
Cell3022	1	10	1	8
Cell3023	1	3	7	2
Cell3024	1	10	1	8
Cell3025	1	2	8	6
Cell3026	1	1	3	7
Cell3027	1	3	5	2
Cell3028	1	3	7	2
Cell3029	1	3	7	2
Cell3030	1	6	1	4
Cell3031	1	1	3	7
Cell3032	1	9	6	1
Cell3033	1	1	3	7
Cell3034	1	5	2	3
Cell3035	1	6	1	4
Cell3037	1	5	2	3
Cell3038	1	1	3	7
Cell3039	1	12	2	3
Cell3040	1	7	1	8
Cell3041	1	6	1	4
Cell3042	1	1	3	7
Cell3043	1	10	1	8
Cell3044	1	1	3	7
Cell3046	1	6	1	4
Cell3048	1	3	7	2
Cell3049	1	8	6	1
Cell3050	1	10	1	8
Cell3051	1	6	1	4
Cell3052	1	7	1	8
Cell3053	1	12	2	3
Cell3054	1	8	6	1
Cell3055	1	13	6	5
Cell3056	1	7	1	8
Cell3058	1	8	6	1
Cell3059	1	13	6	5
Cell3060	1	5	2	3
Cell3061	1	2	4	6
Cell3062	1	8	6	1
Cell3063	1	2	8	6
Cell3064	1	5	2	3
Cell3065	1	6	1	4
Cell3066	1	2	8	6
Cell3067	1	3	5	2
Cell3068	1	7	1	8
Cell3069	1	1	3	7
Cell3070	1	10	1	8
Cell3071	1	9	6	1
Cell3072	1	12	2	3
Cell3073	1	7	1	8
Cell3074	1	3	7	2
Cell3075	1	2	8	6
Cell3076	1	10	1	8
Cell3077	1	2	8	6
Cell3078	1	2	8	6
Cell3079	1	2	4	6
Cell3080	1	1	3	7
Cell3081	1	3	5	2
Cell3082	1	4	6	5
Cell3083	1	6	1	4
Cell3084	1	9	6	1
Cell3085	1	8	6	1
Cell3086	1	12	2	3
Cell3087	1	6	1	4
Cell3088	1	11	1	4
Cell3090	1	13	6	5
Cell3091	1	4	6	5
Cell3092	1	10	1	8
Cell3093	1	1	3	7
Cell3094	1	1	3	7
Cell3095	1	6	1	4
Cell3096	1	12	2	3
Cell3097	1	1	3	7
Cell3098	1	9	6	1
Cell3099	1	1	3	7
Cell3100	1	8	6	1
Cell3101	1	1	3	7
Cell3102	1	4	6	5
Cell3103	1	1	3	7
Cell3104	1	10	1	8
Cell3105	1	1	3	7
Cell3106	1	3	5	2
Cell3107	1	5	2	3
Cell3108	1	8	6	1
Cell3109	1	2	4	6
Cell3110	1	4	6	5
Cell3111	1	5	2	3
Cell3112	1	8	6	1
Cell3113	1	8	6	1
Cell3114	1	5	2	3
Cell3115	1	8	6	1
Cell3116	1	2	4	6
Cell3117	1	8	6	1
Cell3118	1	4	6	5
Cell3119	1	3	5	2
Cell3120	1	2	8	6
Cell3121	1	2	4	6
Cell3122	1	3	7	2
Cell3124	1	12	2	3
Cell3125	1	13	6	5
Cell3126	1	5	2	3
Cell3127	1	1	3	7
Cell3128	1	11	1	4
Cell3129	1	6	1	4
Cell3130	1	2	4	6
Cell3131	1	6	1	4
Cell3132	1	3	5	2
Cell3133	1	13	6	5
Cell3134	1	7	1	8
Cell3135	1	2	4	6
Cell3136	1	1	3	7
Cell3137	1	5	2	3
Cell3138	1	3	5	2
Cell3139	1	1	3	7
Cell3140	1	7	1	8
Cell3141	1	7	1	8
Cell3142	1	9	6	1
Cell3143	1	5	2	3
Cell3144	1	2	4	6
Cell3145	1	6	1	4
Cell3146	1	2	4	6
Cell3147	1	3	7	2
Cell3148	1	10	1	8
Cell3149	1	9	6	1
Cell3150	1	7	1	8
Cell3151	1	11	1	4
Cell3152	1	5	2	3
Cell3153	1	7	1	8
Cell3154	1	3	7	2
Cell3155	1	6	1	4
Cell3156	1	2	4	6
Cell3157	1	10	1	8
Cell3158	1	3	5	2
Cell3159	1	10	1	8
Cell3160	1	7	1	8
Cell3161	1	6	1	4
Cell3162	1	7	1	8
Cell3163	1	6	1	4
Cell3165	1	4	6	5
Cell3166	1	1	3	7
Cell3167	1	3	5	2
Cell3168	1	2	4	6
Cell3169	1	12	2	3
Cell3170	1	7	1	8
Cell3171	1	1	3	7
Cell3172	1	13	6	5
Cell3175	1	8	6	1
Cell3176	1	2	8	6
Cell3177	1	3	5	2
Cell3178	1	1	3	7
Cell3179	1	2	8	6
Cell3180	1	1	3	7
Cell3181	1	1	3	7
Cell3182	1	2	8	6
Cell3183	1	3	5	2
Cell3184	1	11	1	4
Cell3185	1	4	6	5
Cell3186	1	5	2	3
Cell3187	1	1	3	7
Cell3188	1	7	1	8
Cell3189	1	11	1	4
Cell3190	1	8	6	1
Cell3191	1	2	4	6
Cell3192	1	3	7	2
Cell3193	1	6	1	4
Cell3194	1	7	1	8
Cell3195	1	2	4	6
Cell3196	1	2	8	6
Cell3197	1	10	1	8
Cell3198	1	10	1	8
Cell3199	1	9	6	1
Cell3200	1	10	1	8
Cell3201	1	7	1	8
Cell3202	1	12	2	3
Cell3203	1	8	6	1
Cell3204	1	9	6	1
Cell3205	1	4	6	5
Cell3206	1	4	6	5
Cell3207	1	5	2	3
Cell3208	1	5	2	3
Cell3209	1	8	6	1
Cell3210	1	6	1	4
Cell3211	1	7	1	8
Cell3212	1	2	4	6
Cell3213	1	7	1	8
Cell3214	1	12	2	3
Cell3216	1	3	7	2
Cell3217	1	4	6	5
Cell3218	1	2	8	6
Cell3219	1	12	2	3
Cell3220	1	10	1	8
Cell3221	1	7	1	8
Cell3222	1	4	6	5
Cell3223	1	4	6	5
Cell3224	1	11	1	4
Cell3225	1	1	3	7
Cell3226	1	3	5	2
Cell3227	1	7	1	8
Cell3228	1	1	3	7
Cell3229	1	8	6	1
Cell3230	1	4	6	5
Cell3231	1	1	3	7
Cell3232	1	8	6	1
Cell3233	1	3	5	2
Cell3234	1	2	8	6
Cell3235	1	6	1	4
