,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
4583,Cell4821,1,3,12,16,2,7,17
4584,Cell4822,1,7,4,3,1,2,10
4585,Cell4823,1,9,6,14,4,0,14
4586,Cell4824,1,6,6,12,5,14,2
4587,Cell4825,1,6,6,12,5,14,2
4588,Cell4826,1,7,4,3,1,2,10
4589,Cell4827,1,16,9,6,8,12,11
4590,Cell4828,1,9,6,14,4,0,14
4591,Cell4829,1,5,3,5,11,10,20
4592,Cell4830,1,6,6,12,5,14,2
4593,Cell4831,1,4,9,13,6,13,1
4594,Cell4832,1,7,4,3,1,2,10
4595,Cell4833,1,6,6,12,5,14,2
4596,Cell4834,1,11,14,7,3,5,4
4597,Cell4835,1,5,3,5,11,10,9
4598,Cell4836,1,14,8,1,9,8,8
4599,Cell4837,1,3,12,16,2,7,15
4600,Cell4838,1,5,3,5,11,10,20
4601,Cell4839,1,2,15,15,13,6,0
4602,Cell4840,1,10,7,2,10,1,3
4603,Cell4842,1,9,6,14,4,0,18
4604,Cell4843,1,12,14,11,14,3,5
4605,Cell4844,1,12,14,11,14,3,5
4606,Cell4845,1,8,10,4,7,9,13
4607,Cell4846,1,12,14,11,14,3,5
4608,Cell4847,1,9,6,14,4,0,14
4609,Cell4848,1,11,14,7,3,5,4
4610,Cell4849,1,7,4,3,1,2,10
4611,Cell4850,1,6,6,12,5,14,2
4612,Cell4851,1,9,6,14,4,0,18
4613,Cell4852,1,8,10,4,7,9,19
4614,Cell4853,1,16,9,6,8,12,11
4615,Cell4854,1,1,9,10,15,4,16
4616,Cell4856,1,5,3,5,11,10,9
4617,Cell4857,1,7,4,3,1,2,21
4618,Cell4858,1,7,4,3,1,2,21
4619,Cell4859,1,16,9,6,8,12,11
4620,Cell4860,1,9,6,14,4,0,18
4621,Cell4861,1,1,9,10,15,4,12
4622,Cell4862,1,11,14,7,3,5,4
4623,Cell4864,1,2,2,15,13,6,0
4624,Cell4865,1,9,6,14,4,0,18
4625,Cell4866,1,5,3,5,11,10,9
4626,Cell4867,1,1,9,10,15,4,16
4627,Cell4868,1,4,9,13,6,13,1
4628,Cell4869,1,5,3,5,11,10,20
4629,Cell4870,1,2,2,15,13,6,0
4630,Cell4871,1,12,14,11,14,3,5
4631,Cell4872,1,3,12,16,2,7,17
4632,Cell4873,1,3,12,16,2,7,15
4633,Cell4874,1,15,13,8,0,15,7
4634,Cell4875,1,4,9,13,6,13,1
4635,Cell4876,1,9,6,14,4,0,18
4636,Cell4877,1,5,3,5,11,10,9
4637,Cell4878,1,10,7,2,10,1,3
4638,Cell4879,1,10,7,2,10,1,3
4639,Cell4880,1,1,9,10,15,4,12
4640,Cell4881,1,14,8,1,9,8,8
4641,Cell4882,1,4,9,13,6,13,1
4642,Cell4883,1,4,9,13,6,13,1
4643,Cell4884,1,6,6,12,5,14,2
4644,Cell4885,1,15,13,8,0,15,7
4645,Cell4886,1,6,6,12,5,14,2
4646,Cell4887,1,5,3,5,11,10,9
4647,Cell4888,1,13,16,9,12,11,6
4648,Cell4889,1,15,5,8,0,15,7
4649,Cell4890,1,2,2,15,13,6,0
4650,Cell4891,1,7,4,3,1,2,10
4651,Cell4892,1,15,5,8,0,15,7
4652,Cell4893,1,11,14,7,3,5,4
4653,Cell4894,1,15,13,8,0,15,7
4654,Cell4895,1,3,12,16,2,7,17
4655,Cell4896,1,11,14,7,3,5,4
4656,Cell4897,1,1,9,10,15,4,12
4657,Cell4898,1,5,3,5,11,10,9
4658,Cell4899,1,14,8,1,9,8,8
4659,Cell4900,1,15,13,8,0,15,7
4660,Cell4901,1,10,7,2,10,1,3
4661,Cell4902,1,8,10,4,7,9,19
4662,Cell4903,1,13,16,9,12,11,6
4663,Cell4904,1,10,7,2,10,1,3
4664,Cell4905,1,2,1,15,13,6,0
4665,Cell4906,1,15,13,8,0,15,7
4666,Cell4907,1,3,12,16,2,7,15
4667,Cell4908,1,8,10,4,7,9,19
4668,Cell4909,1,11,14,7,3,5,4
4669,Cell4910,1,5,3,5,11,10,9
4670,Cell4911,1,7,4,3,1,2,10
4671,Cell4912,1,11,14,7,3,5,4
4672,Cell4913,1,12,14,11,14,3,5
4673,Cell4914,1,8,10,4,7,9,13
4674,Cell4915,1,8,10,4,7,9,13
4675,Cell4916,1,14,8,1,9,8,8
4676,Cell4917,1,6,6,12,5,14,2
4677,Cell4918,1,5,3,5,11,10,9
4678,Cell4919,1,13,16,9,12,11,6
4679,Cell4920,1,1,9,10,15,4,16
4680,Cell4921,1,6,6,12,5,14,2
4681,Cell4922,1,6,6,12,5,14,2
4682,Cell4923,1,7,4,3,1,2,10
4683,Cell4924,1,14,8,1,9,8,8
4684,Cell4925,1,5,3,5,11,10,9
4685,Cell4927,1,15,13,8,0,15,7
4686,Cell4928,1,14,8,1,9,8,8
4687,Cell4929,1,12,14,11,14,3,5
4688,Cell4930,1,12,14,11,14,3,5
4689,Cell4931,1,7,4,3,1,2,10
4690,Cell4932,1,12,14,11,14,3,5
4691,Cell4933,1,10,7,2,10,1,3
4692,Cell4934,1,10,7,2,10,1,3
4693,Cell4935,1,9,6,14,4,0,18
4694,Cell4936,1,7,4,3,1,2,10
4695,Cell4937,1,2,2,15,13,6,0
4696,Cell4938,1,12,14,11,14,3,5
4697,Cell4939,1,13,16,9,12,11,6
4698,Cell4940,1,12,14,11,14,3,5
4699,Cell4941,1,11,14,7,3,5,4
4700,Cell4942,1,1,9,10,15,4,16
4701,Cell4943,1,16,9,6,8,12,11
4702,Cell4944,1,9,6,14,4,0,18
4703,Cell4945,1,7,4,3,1,2,21
4704,Cell4946,1,11,14,7,3,5,4
4705,Cell4947,1,5,3,5,11,10,9
4706,Cell4949,1,8,10,4,7,9,19
4707,Cell4950,1,15,13,8,0,15,7
4708,Cell4951,1,16,8,6,8,12,11
4709,Cell4952,1,13,16,9,12,11,6
4710,Cell4953,1,2,1,15,13,6,0
4711,Cell4954,1,15,5,8,0,15,7
4712,Cell4955,1,14,8,6,9,8,8
4713,Cell4956,1,5,3,5,11,10,9
4714,Cell4957,1,6,6,12,5,14,2
4715,Cell4958,1,13,11,9,12,11,6
4716,Cell4959,1,14,8,1,9,8,8
4717,Cell4960,1,12,14,11,14,3,5
4718,Cell4961,1,1,9,10,15,4,16
4719,Cell4962,1,3,12,16,2,7,17
4720,Cell4963,1,3,12,16,2,7,15
4721,Cell4964,1,13,16,9,12,11,6
4722,Cell4966,1,13,16,9,12,11,6
4723,Cell4967,1,15,5,8,0,15,7
4724,Cell4968,1,2,1,15,13,6,0
4725,Cell4969,1,4,9,6,6,13,1
4726,Cell4970,1,16,9,6,8,12,11
4727,Cell4971,1,16,9,6,8,12,11
4728,Cell4972,1,7,4,3,1,2,10
4729,Cell4974,1,6,6,12,5,14,2
4730,Cell4975,1,9,6,14,4,0,14
4731,Cell4976,1,1,9,6,15,4,12
4732,Cell4977,1,10,7,2,10,1,3
4733,Cell4978,1,12,14,11,14,3,5
4734,Cell4979,1,15,5,8,0,15,7
4735,Cell4980,1,3,12,16,2,7,15
4736,Cell4981,1,1,9,10,15,4,12
4737,Cell4982,1,10,7,2,10,1,3
4738,Cell4983,1,5,3,5,11,10,20
4739,Cell4984,1,6,6,12,5,14,2
4740,Cell4985,1,8,10,4,7,9,19
4741,Cell4986,1,13,11,9,12,11,6
4742,Cell4987,1,14,8,1,9,8,8
4743,Cell4988,1,9,6,14,4,0,14
4744,Cell4990,1,12,14,11,14,3,5
4745,Cell4991,1,5,3,5,11,10,9
4746,Cell4992,1,6,6,12,5,14,2
4747,Cell4993,1,5,3,5,11,10,9
4748,Cell4994,1,7,4,3,1,2,10
4749,Cell4995,1,8,10,4,7,9,13
4750,Cell4996,1,5,3,5,11,10,9
4751,Cell4997,1,13,11,9,12,11,6
4752,Cell4998,1,3,12,16,2,7,15
4753,Cell4999,1,7,4,3,1,2,21
4754,Cell5000,1,6,6,12,5,14,2
4755,Cell5001,1,2,15,15,13,6,0
4756,Cell5002,1,15,5,8,0,15,7
4757,Cell5003,1,5,3,5,11,10,20
4758,Cell5004,1,14,8,1,9,8,8
4759,Cell5005,1,6,6,12,5,14,2
4760,Cell5006,1,5,3,5,11,10,20
4761,Cell5007,1,1,9,10,15,4,12
4762,Cell5008,1,14,8,1,9,8,8
4763,Cell5009,1,10,7,2,10,1,3
4764,Cell5010,1,12,14,11,14,3,5
4765,Cell5011,1,6,6,12,5,14,2
4766,Cell5012,1,9,6,14,4,0,18
4767,Cell5013,1,6,6,12,5,14,2
4768,Cell5014,1,5,3,5,11,10,9
4769,Cell5016,1,2,2,6,13,6,0
4770,Cell5017,1,13,16,9,12,11,6
4771,Cell5019,1,13,16,9,12,11,6
4772,Cell5020,1,9,6,14,4,0,14
4773,Cell5021,1,7,4,3,1,2,10
4774,Cell5022,1,1,9,10,15,4,16
4775,Cell5023,1,4,9,13,6,13,1
4776,Cell5024,1,4,9,13,6,13,1
4777,Cell5025,1,1,9,10,15,4,12
4778,Cell5026,1,10,7,2,10,1,3
4779,Cell5027,1,13,16,9,12,11,6
4780,Cell5028,1,9,6,14,4,0,14
4781,Cell5029,1,1,9,10,15,4,16
4782,Cell5031,1,12,14,11,14,3,5
4783,Cell5032,1,4,9,6,6,13,1
4784,Cell5033,1,11,14,7,3,5,4
4785,Cell5034,1,1,9,10,15,4,12
4786,Cell5035,1,16,9,6,8,12,11
4787,Cell5036,1,12,14,11,14,3,5
4788,Cell5037,1,8,10,4,7,9,13
4789,Cell5038,1,2,15,15,13,6,0
4790,Cell5039,1,15,13,8,0,15,7
4791,Cell5040,1,5,3,5,11,10,20
4792,Cell5041,1,15,13,8,0,15,7
4793,Cell5042,1,11,14,7,3,5,4
4794,Cell5043,1,9,6,14,4,0,18
4795,Cell5044,1,13,11,9,12,11,6
4796,Cell5045,1,15,13,8,0,15,7
4797,Cell5046,1,5,3,5,11,10,9
4798,Cell5047,1,13,11,9,12,11,6
4799,Cell5048,1,15,13,8,0,15,7
4800,Cell5049,1,4,9,13,6,13,1
4801,Cell5050,1,2,1,15,13,6,0
4802,Cell5051,1,12,14,11,14,3,5
4803,Cell5052,1,4,9,13,6,13,1
4804,Cell5053,1,4,9,13,6,13,1
4805,Cell5054,1,6,6,12,5,14,2
4806,Cell5055,1,12,14,11,14,3,5
4807,Cell5056,1,5,3,5,11,10,9
4808,Cell5057,1,14,8,1,9,8,8
4809,Cell5058,1,4,9,13,6,13,1
4810,Cell5059,1,3,12,16,2,7,17
4811,Cell5060,1,9,6,14,4,0,14
4812,Cell5061,1,16,9,6,8,12,11
4813,Cell5062,1,10,7,2,10,1,3
4814,Cell5063,1,5,3,5,11,10,9
4815,Cell5064,1,10,7,2,10,1,3
4816,Cell5065,1,1,9,10,15,4,16
4817,Cell5066,1,14,8,1,9,8,8
4818,Cell5067,1,6,6,12,5,14,2
4819,Cell5068,1,8,10,4,7,9,19
4820,Cell5069,1,5,3,5,11,10,20
4821,Cell5070,1,4,9,13,6,13,1
4822,Cell5071,1,4,9,13,6,13,1
4823,Cell5072,1,4,9,13,6,13,1
4824,Cell5073,1,15,13,8,0,15,7
4825,Cell5074,1,2,15,15,13,6,0
4826,Cell5075,1,11,14,7,3,5,4
4827,Cell5076,1,4,9,13,6,13,1
4828,Cell5077,1,11,14,7,3,5,4
4829,Cell5078,1,16,9,6,8,12,11
4830,Cell5079,1,2,15,15,13,6,0
4831,Cell5080,1,8,10,4,7,9,13
4832,Cell5081,1,11,14,7,3,5,4
4833,Cell5082,1,15,5,8,0,15,7
4834,Cell5083,1,4,9,13,6,13,1
4835,Cell5084,1,2,15,15,13,6,0
4836,Cell5085,1,2,2,15,13,6,0
4837,Cell5086,1,16,9,6,8,12,11
4838,Cell5087,1,4,9,6,6,13,1
4839,Cell5088,1,9,6,14,4,0,14
4840,Cell5089,1,6,6,12,5,14,2
4841,Cell5091,1,12,14,11,14,3,5
4842,Cell5092,1,11,14,7,3,5,4
4843,Cell5093,1,8,10,4,7,9,13
4844,Cell5094,1,10,7,2,10,1,3
4845,Cell5095,1,6,6,12,5,14,2
4846,Cell5096,1,5,3,5,11,10,9
4847,Cell5097,1,8,10,4,7,9,19
4848,Cell5098,1,3,12,16,2,7,17
4849,Cell5099,1,1,9,10,15,4,12
4850,Cell5100,1,5,3,5,11,10,20
4851,Cell5101,1,7,4,3,1,2,10
4852,Cell5102,1,1,9,10,15,4,16
4853,Cell5103,1,3,12,16,2,7,17
4854,Cell5104,1,15,5,8,0,15,7
4855,Cell5105,1,8,10,4,7,9,13
4856,Cell5106,1,8,10,4,7,9,13
4857,Cell5107,1,13,11,9,12,11,6
4858,Cell5108,1,4,9,13,6,13,1
4859,Cell5109,1,12,14,11,14,3,5
4860,Cell5110,1,9,6,14,4,0,14
4861,Cell5111,1,2,15,15,13,6,0
4862,Cell5112,1,4,9,13,6,13,1
4863,Cell5113,1,2,2,15,13,6,0
4864,Cell5114,1,11,14,7,3,5,4
4865,Cell5115,1,7,4,3,1,2,10
4866,Cell5116,1,11,14,7,3,5,4
4867,Cell5117,1,15,13,8,0,15,7
4868,Cell5119,1,2,15,15,13,6,0
4869,Cell5121,1,8,10,4,7,9,19
4870,Cell5122,1,9,6,14,4,0,14
4871,Cell5123,1,15,13,8,0,15,7
4872,Cell5125,1,6,6,12,5,14,2
4873,Cell5126,1,12,14,11,14,3,5
4874,Cell5127,1,5,3,5,11,10,9
4875,Cell5128,1,10,7,2,10,1,3
4876,Cell5129,1,15,5,8,0,15,7
4877,Cell5130,1,16,9,6,8,12,11
4878,Cell5131,1,1,9,10,15,4,12
4879,Cell5132,1,2,1,15,13,6,0
4880,Cell5133,1,5,3,5,11,10,9
4881,Cell5134,1,2,2,15,13,6,0
4882,Cell5135,1,15,13,8,0,15,7
4883,Cell5136,1,10,7,2,10,1,3
4884,Cell5137,1,2,1,15,13,6,0
4885,Cell5138,1,6,6,12,5,14,2
4886,Cell5139,1,13,11,9,12,11,6
4887,Cell5140,1,12,14,11,14,3,5
4888,Cell5141,1,3,12,16,2,7,17
4889,Cell5142,1,16,9,6,8,12,11
4890,Cell5143,1,3,12,16,2,7,17
4891,Cell5144,1,12,14,11,14,3,5
4892,Cell5145,1,7,4,3,1,2,10
4893,Cell5146,1,9,6,14,4,0,14
4894,Cell5147,1,3,12,16,2,7,15
4895,Cell5148,1,2,1,15,13,6,0
4896,Cell5149,1,2,1,15,13,6,0
4897,Cell5150,1,7,4,3,1,2,10
4898,Cell5151,1,12,14,11,14,3,5
4899,Cell5152,1,10,7,2,10,1,3
4900,Cell5153,1,8,10,4,7,9,13
4901,Cell5154,1,8,10,4,7,9,19
4902,Cell5155,1,1,9,10,15,4,16
4903,Cell5156,1,10,7,2,10,1,3
4904,Cell5157,1,10,7,2,10,1,3
4905,Cell5158,1,1,9,6,15,4,12
4906,Cell5159,1,3,12,16,2,7,17
4907,Cell5160,1,1,9,6,15,4,16
4908,Cell5162,1,15,5,8,0,15,7
4909,Cell5163,1,10,7,2,10,1,3
4910,Cell5164,1,11,14,7,3,5,4
4911,Cell5165,1,3,12,16,2,7,15
4912,Cell5166,1,7,4,3,1,2,10
4913,Cell5167,1,1,9,10,15,4,16
4914,Cell5168,1,15,5,8,0,15,7
4915,Cell5169,1,3,12,16,2,7,15
4916,Cell5170,1,10,7,2,10,1,3
4917,Cell5171,1,12,14,11,14,3,5
4918,Cell5172,1,2,1,15,13,6,0
4919,Cell5173,1,10,7,2,10,1,3
4920,Cell5174,1,4,9,6,6,13,1
4921,Cell5175,1,14,8,1,9,8,8
4922,Cell5176,1,4,9,13,6,13,1
4923,Cell5177,1,7,4,3,1,2,10
4924,Cell5178,1,4,9,13,6,13,1
4925,Cell5179,1,1,9,10,15,4,12
4926,Cell5180,1,5,3,5,11,10,20
4927,Cell5181,1,10,7,2,10,1,3
4928,Cell5182,1,14,8,1,9,8,8
4929,Cell5183,1,13,16,9,12,11,6
4930,Cell5184,1,8,10,4,7,9,13
4931,Cell5185,1,9,6,14,4,0,18
4932,Cell5186,1,9,6,14,4,0,18
4933,Cell5187,1,5,3,5,11,10,9
4934,Cell5188,1,12,14,11,14,3,5
4935,Cell5189,1,7,4,3,1,2,21
4936,Cell5190,1,12,14,11,14,3,5
4937,Cell5191,1,13,11,9,12,11,6
4938,Cell5192,1,9,6,14,4,0,18
4939,Cell5193,1,2,1,15,13,6,0
4940,Cell5194,1,1,9,10,15,4,12
4941,Cell5195,1,4,9,13,6,13,1
4942,Cell5196,1,16,9,6,8,12,11
4943,Cell5197,1,7,4,3,1,2,10
4944,Cell5199,1,1,9,10,15,4,16
4945,Cell5200,1,5,3,5,11,10,20
4946,Cell5201,1,12,14,11,14,3,5
4947,Cell5202,1,13,11,9,12,11,6
4948,Cell5203,1,14,8,1,9,8,8
4949,Cell5204,1,5,3,5,11,10,9
4950,Cell5205,1,1,9,10,15,4,12
4951,Cell5207,1,13,16,9,12,11,6
4952,Cell5208,1,2,2,15,13,6,0
4953,Cell5209,1,9,6,14,4,0,14
4954,Cell5210,1,13,11,9,12,11,6
4955,Cell5211,1,12,14,11,14,3,5
4956,Cell5212,1,4,9,13,6,13,1
4957,Cell5213,1,14,8,1,9,8,8
4958,Cell5214,1,5,3,5,11,10,9
4959,Cell5215,1,5,3,5,11,10,20
4960,Cell5216,1,5,3,5,11,10,20
4961,Cell5217,1,6,6,12,5,14,2
4962,Cell5218,1,8,10,4,7,9,19
4963,Cell5219,1,10,7,2,10,1,3
4964,Cell5220,1,4,9,13,6,13,1
4965,Cell5221,1,16,9,6,8,12,11
4966,Cell5223,1,15,5,8,0,15,7
4967,Cell5224,1,14,8,1,9,8,8
4968,Cell5225,1,12,14,11,14,3,5
4969,Cell5226,1,6,6,12,5,14,2
4970,Cell5227,1,8,10,4,7,9,13
4971,Cell5228,1,10,7,2,10,1,3
4972,Cell5229,1,8,10,4,7,9,13
4973,Cell5230,1,3,12,16,2,7,17
4974,Cell5231,1,5,3,5,11,10,9
4975,Cell5232,1,3,12,16,2,7,17
4976,Cell5233,1,2,1,15,13,6,0
4977,Cell5234,1,12,14,11,14,3,5
4978,Cell5235,1,2,2,15,13,6,0
4979,Cell5237,1,3,12,16,2,7,17
4980,Cell5238,1,3,12,16,2,7,15
4981,Cell5239,1,11,14,7,3,5,4
4982,Cell5240,1,3,12,16,2,7,17
4983,Cell5241,1,10,7,2,10,1,3
4984,Cell5242,1,11,14,7,3,5,4
4985,Cell5243,1,1,9,6,15,4,12
4986,Cell5244,1,16,9,6,8,12,11
4987,Cell5245,1,5,3,5,11,10,20
4988,Cell5246,1,5,3,5,11,10,20
4989,Cell5247,1,13,16,9,12,11,6
4990,Cell5248,1,16,9,6,8,12,11
4991,Cell5249,1,7,4,3,1,2,10
4992,Cell5250,1,3,12,16,2,7,15
4993,Cell5252,1,12,14,11,14,3,5
4994,Cell5253,1,5,3,5,11,10,20
4995,Cell5254,1,10,7,2,10,1,3
4996,Cell5255,1,12,14,11,14,3,5
4997,Cell5256,1,15,5,8,0,15,7
4998,Cell5257,1,10,7,2,10,1,3
4999,Cell5258,1,3,12,16,2,7,17
5000,Cell5259,1,10,7,2,10,1,3
5001,Cell5260,1,1,9,10,15,4,12
5002,Cell5261,1,3,12,16,2,7,17
5003,Cell5263,1,15,13,8,0,15,7
5004,Cell5264,1,8,10,4,7,9,19
5005,Cell5265,1,2,15,15,13,6,0
5006,Cell5266,1,5,3,5,11,10,9
5007,Cell5268,1,9,6,14,4,0,14
5008,Cell5269,1,4,9,13,6,13,1
5009,Cell5270,1,2,1,15,13,6,0
5010,Cell5271,1,10,7,2,10,1,3
5011,Cell5272,1,16,9,6,8,12,11
5012,Cell5273,1,5,3,5,11,10,20
5013,Cell5274,1,4,9,13,6,13,1
5014,Cell5275,1,1,9,10,15,4,12
5015,Cell5276,1,10,7,2,10,1,3
5016,Cell5278,1,11,14,7,3,5,4
5017,Cell5280,1,11,14,7,3,5,4
5018,Cell5281,1,2,2,15,13,6,0
5019,Cell5282,1,14,8,1,9,8,8
5020,Cell5283,1,5,3,5,11,10,9
5021,Cell5284,1,14,8,1,9,8,8
5022,Cell5285,1,3,12,16,2,7,17
5023,Cell5286,1,10,7,2,10,1,3
5024,Cell5287,1,15,13,8,0,15,7
5025,Cell5288,1,13,11,9,12,11,6
5026,Cell5289,1,8,10,4,7,9,13
5027,Cell5290,1,7,4,3,1,2,21
5028,Cell5291,1,8,10,4,7,9,19
5029,Cell5292,1,15,5,8,0,15,7
5030,Cell5293,1,11,14,7,3,5,4
5031,Cell5294,1,9,6,14,4,0,18
5032,Cell5295,1,12,14,11,14,3,5
5033,Cell5296,1,7,4,3,1,2,21
5034,Cell5297,1,7,4,3,1,2,10
5035,Cell5298,1,4,9,13,6,13,1
5036,Cell5299,1,11,14,7,3,5,4
5037,Cell5300,1,6,6,12,5,14,2
5038,Cell5301,1,11,14,7,3,5,4
5039,Cell5302,1,14,8,1,9,8,8
5040,Cell5303,1,16,9,6,8,12,11
5041,Cell5304,1,10,7,2,10,1,3
5042,Cell5305,1,11,14,7,3,5,4
5043,Cell5306,1,4,9,13,6,13,1
5044,Cell5308,1,15,5,8,0,15,7
5045,Cell5309,1,9,6,14,4,0,14
5046,Cell5311,1,13,11,9,12,11,6
5047,Cell5313,1,13,11,9,12,11,6
5048,Cell5314,1,6,6,12,5,14,2
5049,Cell5315,1,6,6,12,5,14,2
5050,Cell5316,1,13,16,9,12,11,6
5051,Cell5317,1,15,5,8,0,15,7
5052,Cell5318,1,4,9,13,6,13,1
5053,Cell5319,1,4,9,13,6,13,1
5054,Cell5320,1,4,9,13,6,13,1
5055,Cell5321,1,12,14,11,14,3,5
5056,Cell5322,1,11,14,7,3,5,4
5057,Cell5323,1,7,4,3,1,2,10
5058,Cell5324,1,1,9,10,15,4,12
5059,Cell5325,1,13,16,9,12,11,6
5060,Cell5326,1,2,15,15,13,6,0
5061,Cell5327,1,12,14,11,14,3,5
5062,Cell5328,1,15,13,8,0,15,7
5063,Cell5330,1,8,10,4,7,9,13
5064,Cell5331,1,13,11,9,12,11,6
5065,Cell5332,1,11,14,7,3,5,4
5066,Cell5333,1,5,3,5,11,10,20
5067,Cell5334,1,2,1,15,13,6,0
5068,Cell5335,1,12,14,11,14,3,5
5069,Cell5336,1,12,14,11,14,3,5
5070,Cell5337,1,1,9,10,15,4,12
5071,Cell5338,1,15,5,8,0,15,7
5072,Cell5339,1,3,12,16,2,7,15
5073,Cell5340,1,2,15,15,13,6,0
5074,Cell5341,1,10,7,2,10,1,3
5075,Cell5342,1,11,14,7,3,5,4
5076,Cell5343,1,6,6,12,5,14,2
5077,Cell5344,1,3,12,16,2,7,15
5078,Cell5345,1,15,13,8,0,15,7
5079,Cell5346,1,13,11,9,12,11,6
5080,Cell5347,1,15,5,8,0,15,7
5081,Cell5348,1,14,8,1,9,8,8
5082,Cell5349,1,13,16,9,12,11,6
5083,Cell5350,1,7,4,3,1,2,10
5084,Cell5351,1,12,14,11,14,3,5
5085,Cell5352,1,10,7,2,10,1,3
5086,Cell5353,1,1,9,10,15,4,16
5087,Cell5354,1,3,12,16,2,7,15
5088,Cell5355,1,14,8,1,9,8,8
5089,Cell5357,1,6,6,12,5,14,2
5090,Cell5358,1,5,3,5,11,10,9
5091,Cell5359,1,4,9,13,6,13,1
5092,Cell5360,1,3,12,16,2,7,17
5093,Cell5361,1,7,4,3,1,2,10
5094,Cell5362,1,10,7,2,10,1,3
5095,Cell5363,1,5,3,5,11,10,9
5096,Cell5365,1,7,4,3,1,2,10
5097,Cell5366,1,16,9,6,8,12,11
5098,Cell5367,1,11,14,7,3,5,4
5099,Cell5368,1,15,5,8,0,15,7
5100,Cell5369,1,3,12,16,2,7,15
5101,Cell5370,1,9,6,14,4,0,14
5102,Cell5371,1,4,9,13,6,13,1
5103,Cell5372,1,4,9,13,6,13,1
5104,Cell5373,1,16,9,6,8,12,11
5105,Cell5374,1,16,9,6,8,12,11
5106,Cell5375,1,11,14,7,3,5,4
5107,Cell5376,1,11,14,7,3,5,4
5108,Cell5377,1,7,4,3,1,2,10
5109,Cell5378,1,5,3,5,11,10,20
5110,Cell5379,1,3,12,16,2,7,17
5111,Cell5380,1,1,9,10,15,4,16
5112,Cell5381,1,13,16,9,12,11,6
5113,Cell5382,1,3,12,16,2,7,17
5114,Cell5383,1,6,6,12,5,14,2
5115,Cell5384,1,10,7,2,10,1,3
5116,Cell5385,1,13,11,9,12,11,6
5117,Cell5386,1,10,7,2,10,1,3
5118,Cell5387,1,9,6,14,4,0,18
5119,Cell5388,1,15,13,8,0,15,7
5120,Cell5389,1,14,8,1,9,8,8
5121,Cell5390,1,3,12,16,2,7,17
5122,Cell5391,1,11,14,7,3,5,4
5123,Cell5392,1,2,15,15,13,6,0
5124,Cell5393,1,1,9,10,15,4,16
5125,Cell5394,1,1,9,10,15,4,16
5126,Cell5395,1,4,9,13,6,13,1
5127,Cell5396,1,9,6,14,4,0,18
5128,Cell5397,1,2,15,15,13,6,0
5129,Cell5398,1,1,9,6,15,4,12
5130,Cell5399,1,16,9,6,8,12,11
5131,Cell5401,1,4,9,13,6,13,1
5132,Cell5402,1,12,14,11,14,3,5
5133,Cell5403,1,3,12,16,2,7,15
5134,Cell5404,1,6,6,12,5,14,2
5135,Cell5405,1,7,4,3,1,2,10
5136,Cell5406,1,12,14,11,14,3,5
5137,Cell5407,1,12,14,11,14,3,5
5138,Cell5408,1,12,14,11,14,3,5
5139,Cell5409,1,13,11,9,12,11,6
5140,Cell5410,1,15,13,8,0,15,7
5141,Cell5411,1,4,9,13,6,13,1
5142,Cell5412,1,14,8,1,9,8,8
5143,Cell5413,1,8,10,4,7,9,19
5144,Cell5415,1,15,5,8,0,15,7
5145,Cell5416,1,14,8,1,9,8,8
5146,Cell5417,1,3,12,16,2,7,17
5147,Cell5418,1,4,9,13,6,13,1
5148,Cell5419,1,6,6,12,5,14,2
5149,Cell5420,1,1,9,10,15,4,16
5150,Cell5421,1,3,12,16,2,7,17
5151,Cell5422,1,5,3,5,11,10,9
5152,Cell5423,1,4,9,13,6,13,1
5153,Cell5424,1,3,12,16,2,7,15
5154,Cell5425,1,14,8,1,9,8,8
5155,Cell5426,1,13,11,9,12,11,6
5156,Cell5428,1,3,12,16,2,7,17
5157,Cell5429,1,10,7,2,10,1,3
5158,Cell5430,1,9,6,14,4,0,18
5159,Cell5431,1,10,7,2,10,1,3
5160,Cell5432,1,12,14,11,14,3,5
5161,Cell5433,1,14,8,1,9,8,8
5162,Cell5434,1,9,6,14,4,0,14
5163,Cell5435,1,4,9,6,6,13,1
5164,Cell5436,1,12,14,11,14,3,5
5165,Cell5437,1,1,9,10,15,4,16
5166,Cell5438,1,1,9,10,15,4,12
5167,Cell5439,1,12,14,6,14,3,5
5168,Cell5440,1,3,12,16,2,7,15
5169,Cell5441,1,9,6,14,4,0,14
5170,Cell5442,1,5,3,5,11,10,9
5171,Cell5443,1,4,9,13,6,13,1
5172,Cell5444,1,5,3,5,11,10,9
5173,Cell5445,1,6,6,12,5,14,2
5174,Cell5446,1,3,12,16,2,7,17
5175,Cell5447,1,10,7,2,10,1,3
5176,Cell5448,1,10,7,2,10,1,3
5177,Cell5449,1,8,10,4,7,9,19
5178,Cell5450,1,6,6,12,5,14,2
5179,Cell5451,1,1,9,10,15,4,16
5180,Cell5452,1,13,16,9,12,11,6
5181,Cell5453,1,6,6,12,5,14,2
5182,Cell5454,1,12,14,11,14,3,5
5183,Cell5455,1,12,14,11,14,3,5
5184,Cell5456,1,5,3,5,11,10,9
5185,Cell5457,1,10,7,2,10,1,3
5186,Cell5458,1,15,13,8,0,15,7
5187,Cell5459,1,15,13,8,0,15,7
5188,Cell5460,1,1,9,10,15,4,12
