,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
42,7600,2,1544.386,1308.065,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.291,0.082,0.354,0.303,0.135,0.405,26,16
43,7602,4,2641.976,2363.895,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.303,0.229,0.602,0.328,0.352,0.672,26,16
44,7598,8,4366.273,3879.108,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.318,0.47,0.783,0.472,0.752,0.891,27,14
45,7601,16,7444.182,6803.43,0.847,0.923,0.969,0.816,0.966,0.974,0.816,0.965,0.973,0.728,0.921,0.951,0.816,0.963,0.972,19,16
46,7602,32,13554.006,12555.453,0.65,0.703,0.787,0.66,0.717,0.787,0.664,0.721,0.789,0.654,0.701,0.792,0.653,0.65,0.794,29,25
47,7596,64,25934.908,24282.045,0.399,0.334,0.545,0.38,0.323,0.545,0.449,0.375,0.555,0.397,0.29,0.543,0.404,0.239,0.526,35,26
48,8560,2,2097.501,1786.437,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.281,0.071,0.342,0.285,0.128,0.398,30,17
49,8550,4,3037.478,2619.802,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.284,0.215,0.592,0.332,0.374,0.683,29,15
50,8536,8,4867.232,4343.282,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.345,0.434,0.774,0.33,0.649,0.86,28,16
51,8541,16,8325.63,7608.673,0.87,0.984,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.736,0.918,0.956,0.87,0.984,0.985,20,16
52,8548,32,15207.54,14101.328,0.651,0.745,0.837,0.643,0.76,0.834,0.677,0.784,0.841,0.662,0.769,0.841,0.648,0.726,0.839,30,28
53,8540,64,28568.076,26475.095,0.371,0.318,0.561,0.383,0.35,0.562,0.443,0.375,0.572,0.433,0.319,0.569,0.429,0.256,0.558,35,27
54,9488,2,2243.346,1931.119,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.285,0.077,0.348,0.294,0.133,0.404,28,16
55,9500,4,3271.855,2859.4,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.283,0.207,0.586,0.305,0.339,0.66,30,18
56,9497,8,5261.199,4730.002,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.323,0.434,0.774,0.337,0.608,0.842,28,18
57,9498,16,9032.122,8186.247,0.849,0.923,0.959,0.813,0.907,0.952,0.849,0.963,0.97,0.619,0.842,0.92,0.849,0.964,0.97,23,16
58,9499,32,16568.196,15200.235,0.676,0.758,0.828,0.658,0.749,0.823,0.685,0.776,0.828,0.672,0.766,0.83,0.663,0.749,0.829,30,28
59,9505,64,31280.036,28160.059,0.402,0.384,0.606,0.435,0.394,0.607,0.49,0.457,0.621,0.463,0.372,0.618,0.436,0.294,0.608,39,31
0,957,2,288.571,220.711,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.334,0.172,0.439,0.366,0.313,0.535,12,7
1,953,4,381.532,319.327,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.357,0.44,0.72,0.462,0.748,0.854,12,7
2,953,8,578.348,499.963,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,952.176,854.365,0.818,0.788,0.933,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1688.954,1550.622,0.535,0.613,0.742,0.517,0.594,0.736,0.55,0.618,0.739,0.526,0.515,0.733,0.482,0.409,0.704,20,17
5,951,64,3184.31,2944.656,0.329,0.15,0.518,0.303,0.154,0.512,0.377,0.178,0.526,0.339,0.109,0.392,0.352,0.059,0.289,16,8
6,1892,2,487.685,392.98,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.331,0.123,0.396,0.318,0.241,0.487,17,9
7,1896,4,672.056,572.788,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.351,0.396,0.695,0.333,0.578,0.782,14,9
8,1895,8,967.684,779.02,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.432,0.68,0.866,0.898,1.0,1.0,16,8
9,1898,16,1481.243,1362.321,0.867,0.841,0.95,0.838,0.963,0.971,0.838,0.964,0.971,0.835,0.959,0.972,0.851,0.926,0.967,16,15
10,1900,32,2691.845,2506.835,0.582,0.66,0.761,0.574,0.64,0.748,0.585,0.646,0.752,0.585,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,5148.859,4805.998,0.361,0.261,0.525,0.325,0.26,0.526,0.391,0.258,0.531,0.373,0.177,0.471,0.354,0.137,0.43,22,16
12,2836,2,561.434,468.252,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.301,0.12,0.391,0.302,0.203,0.458,18,11
13,2841,4,807.199,700.64,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.321,0.343,0.67,0.343,0.457,0.724,16,12
14,2843,8,1294.413,1147.122,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.367,0.564,0.825,0.876,1.0,1.0,20,8
15,2841,16,2217.205,2067.236,0.848,0.968,0.973,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,3988.772,3700.265,0.59,0.634,0.752,0.584,0.651,0.756,0.596,0.658,0.759,0.571,0.604,0.755,0.578,0.55,0.745,25,22
17,2845,64,7585.395,7122.12,0.367,0.279,0.511,0.348,0.299,0.514,0.413,0.31,0.521,0.377,0.193,0.476,0.347,0.157,0.453,24,19
18,3792,2,737.792,617.017,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.273,0.103,0.376,0.311,0.197,0.454,21,11
19,3798,4,1061.464,915.648,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.313,0.272,0.629,0.331,0.451,0.723,21,12
20,3788,8,1702.616,1523.707,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.367,0.509,0.803,0.82,0.974,0.984,23,9
21,3783,16,2894.158,2653.688,0.85,0.91,0.958,0.828,0.964,0.97,0.828,0.964,0.97,0.828,0.964,0.97,0.828,0.966,0.971,16,16
22,3791,32,5282.008,4937.448,0.653,0.752,0.837,0.617,0.727,0.828,0.661,0.778,0.845,0.65,0.751,0.841,0.635,0.683,0.832,30,25
23,3792,64,10116.083,9539.103,0.385,0.321,0.537,0.378,0.288,0.527,0.431,0.336,0.541,0.391,0.242,0.517,0.388,0.194,0.494,29,21
24,4739,2,904.345,764.438,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.289,0.099,0.371,0.311,0.176,0.441,22,12
25,4742,4,1328.375,1142.42,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.312,0.256,0.619,0.331,0.426,0.709,23,13
26,4744,8,2113.743,1912.238,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.352,0.506,0.8,0.532,0.809,0.91,24,13
27,4744,16,3625.922,3300.614,0.842,0.917,0.967,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.975,0.979,0.851,0.975,0.979,16,16
28,4746,32,6593.949,6148.77,0.666,0.748,0.832,0.668,0.765,0.835,0.674,0.78,0.84,0.68,0.75,0.839,0.651,0.689,0.831,28,25
29,4740,64,12566.643,11795.229,0.379,0.335,0.545,0.351,0.315,0.545,0.439,0.361,0.554,0.41,0.288,0.542,0.36,0.199,0.501,32,22
30,5697,2,1077.877,903.782,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.305,0.088,0.361,0.312,0.148,0.419,24,14
31,5687,4,1567.506,1374.162,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.308,0.236,0.604,0.321,0.411,0.699,26,14
32,5690,8,2556.046,2274.137,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.326,0.492,0.794,0.53,0.807,0.909,25,13
33,5682,16,4321.654,3966.522,0.808,0.937,0.953,0.81,0.946,0.957,0.81,0.945,0.957,0.769,0.925,0.947,0.808,0.945,0.956,17,16
34,5691,32,7901.225,7341.142,0.628,0.722,0.813,0.61,0.721,0.814,0.64,0.752,0.82,0.622,0.739,0.82,0.613,0.662,0.807,30,25
35,5691,64,15079.684,14576.108,0.418,0.361,0.565,0.379,0.334,0.56,0.452,0.383,0.573,0.421,0.286,0.556,0.429,0.26,0.541,31,27
36,6653,2,1346.707,1119.91,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.275,0.084,0.355,0.319,0.148,0.418,26,14
37,6643,4,1946.801,1680.271,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.312,0.236,0.607,0.337,0.4,0.697,25,14
38,6648,8,3129.744,2797.336,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.344,0.481,0.794,0.535,0.815,0.911,24,13
39,6645,16,5326.619,4881.548,0.786,0.856,0.903,0.768,0.837,0.906,0.777,0.873,0.908,0.704,0.838,0.895,0.774,0.876,0.91,18,16
40,6640,32,9705.178,9042.087,0.682,0.77,0.845,0.672,0.78,0.844,0.679,0.775,0.842,0.676,0.765,0.844,0.677,0.747,0.845,30,28
41,6643,64,18604.188,17468.337,0.411,0.368,0.571,0.359,0.335,0.567,0.441,0.384,0.579,0.412,0.295,0.562,0.404,0.232,0.539,33,26
42,7600,2,1562.932,1295.495,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.272,0.084,0.355,0.303,0.135,0.405,26,16
43,7602,4,2232.599,1945.146,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.288,0.229,0.6,0.328,0.352,0.672,27,16
44,7598,8,3562.305,3203.007,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.324,0.435,0.772,0.472,0.752,0.891,29,14
45,7601,16,6101.983,5594.541,0.847,0.922,0.968,0.784,0.898,0.956,0.816,0.965,0.973,0.729,0.921,0.951,0.816,0.963,0.972,19,16
46,7602,32,11143.914,10341.017,0.668,0.702,0.791,0.653,0.71,0.783,0.654,0.714,0.788,0.656,0.695,0.791,0.653,0.65,0.794,28,25
47,7596,64,21255.818,19941.539,0.397,0.35,0.547,0.384,0.329,0.548,0.444,0.367,0.553,0.41,0.297,0.545,0.404,0.239,0.526,35,26
48,8560,2,1752.293,1460.031,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.287,0.076,0.348,0.285,0.128,0.398,28,17
49,8550,4,2523.82,2186.646,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.291,0.211,0.59,0.332,0.374,0.683,29,15
50,8536,8,4070.265,3628.594,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.336,0.447,0.779,0.33,0.649,0.86,27,16
51,8541,16,6872.201,6291.431,0.87,0.984,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.768,0.936,0.964,0.87,0.984,0.985,19,16
52,8548,32,12516.227,11661.061,0.672,0.769,0.84,0.66,0.776,0.839,0.678,0.787,0.843,0.657,0.765,0.839,0.648,0.726,0.839,30,28
53,8540,64,24046.415,22525.677,0.403,0.36,0.564,0.362,0.336,0.566,0.454,0.379,0.571,0.423,0.326,0.569,0.429,0.256,0.558,37,27
54,9488,2,1940.523,1635.041,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.295,0.084,0.355,0.294,0.133,0.404,26,16
55,9500,4,2832.034,2449.11,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.298,0.226,0.599,0.305,0.339,0.66,27,18
56,9497,8,4437.068,4004.864,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.326,0.424,0.769,0.337,0.608,0.842,29,18
57,9498,16,7693.492,6993.622,0.848,0.96,0.968,0.814,0.908,0.952,0.849,0.963,0.97,0.64,0.858,0.927,0.849,0.964,0.97,22,16
58,9499,32,13984.358,12951.382,0.664,0.695,0.817,0.661,0.756,0.821,0.68,0.774,0.828,0.673,0.757,0.828,0.663,0.749,0.829,29,28
59,9505,64,26674.191,25047.43,0.436,0.412,0.613,0.402,0.389,0.606,0.487,0.455,0.62,0.454,0.37,0.618,0.436,0.294,0.608,39,31
0,957,2,287.473,220.848,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.348,0.185,0.45,0.366,0.313,0.535,11,7
1,953,4,381.324,321.804,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.358,0.45,0.722,0.462,0.748,0.854,12,7
2,953,8,581.344,510.126,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,940.874,873.911,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1679.317,1590.689,0.554,0.623,0.746,0.539,0.619,0.744,0.545,0.617,0.742,0.525,0.513,0.731,0.482,0.409,0.704,20,17
5,951,64,3158.655,3044.914,0.332,0.15,0.514,0.288,0.148,0.514,0.367,0.161,0.525,0.352,0.1,0.382,0.352,0.059,0.289,15,8
6,1892,2,484.602,392.008,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.315,0.117,0.388,0.318,0.241,0.487,19,9
7,1896,4,674.929,581.024,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.328,0.352,0.668,0.333,0.578,0.782,17,9
8,1895,8,941.379,794.538,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.421,0.706,0.876,0.898,1.0,1.0,15,8
9,1898,16,1482.411,1392.909,0.813,0.914,0.956,0.838,0.964,0.971,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,2681.363,2579.897,0.575,0.626,0.743,0.589,0.645,0.755,0.584,0.64,0.748,0.585,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,5117.239,4960.812,0.353,0.251,0.522,0.313,0.226,0.512,0.398,0.272,0.53,0.39,0.179,0.469,0.354,0.137,0.43,21,16
12,2836,2,563.253,468.148,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.298,0.118,0.391,0.302,0.203,0.458,18,11
13,2841,4,806.085,713.561,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.34,0.337,0.663,0.343,0.457,0.724,17,12
14,2843,8,1293.938,1170.708,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.372,0.567,0.825,0.876,1.0,1.0,20,8
15,2841,16,2225.973,2100.687,0.848,0.92,0.959,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,3970.813,3812.844,0.598,0.65,0.757,0.571,0.643,0.754,0.597,0.656,0.758,0.58,0.596,0.755,0.578,0.55,0.745,25,22
17,2845,64,7579.693,7375.765,0.354,0.287,0.515,0.346,0.284,0.508,0.405,0.289,0.515,0.384,0.203,0.48,0.347,0.157,0.453,25,19
18,3792,2,737.806,616.579,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.272,0.106,0.377,0.311,0.197,0.454,21,11
19,3798,4,1062.503,928.428,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.313,0.276,0.631,0.331,0.451,0.723,21,12
20,3788,8,1698.34,1548.408,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.365,0.527,0.81,0.82,0.974,0.984,22,9
21,3783,16,2887.923,2731.129,0.85,0.91,0.958,0.828,0.965,0.97,0.828,0.964,0.97,0.828,0.964,0.969,0.828,0.966,0.971,16,16
22,3791,32,5276.228,5089.925,0.617,0.728,0.835,0.639,0.757,0.838,0.662,0.777,0.845,0.647,0.754,0.844,0.635,0.683,0.832,30,25
23,3792,64,10099.031,9845.935,0.295,0.207,0.495,0.358,0.295,0.529,0.423,0.33,0.538,0.393,0.249,0.522,0.388,0.194,0.494,30,21
24,4739,2,907.207,768.655,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.276,0.099,0.371,0.311,0.176,0.441,22,12
25,4742,4,1333.025,1147.153,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.303,0.265,0.621,0.331,0.426,0.709,23,13
26,4744,8,2109.265,1945.733,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.341,0.494,0.794,0.532,0.809,0.91,25,13
27,4744,16,3633.448,3410.291,0.841,0.915,0.967,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.975,0.979,0.851,0.975,0.979,16,16
28,4746,32,6596.747,6315.559,0.674,0.739,0.832,0.66,0.747,0.831,0.663,0.776,0.841,0.683,0.753,0.84,0.651,0.689,0.831,28,25
29,4740,64,12545.258,12239.926,0.335,0.298,0.537,0.355,0.311,0.543,0.44,0.371,0.555,0.417,0.292,0.541,0.36,0.199,0.501,32,22
30,5697,2,1078.871,906.887,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.306,0.089,0.361,0.312,0.148,0.419,24,14
31,5687,4,1568.079,1382.064,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.305,0.243,0.609,0.321,0.411,0.699,25,14
32,5690,8,2552.616,2317.021,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.341,0.503,0.799,0.53,0.807,0.909,24,13
33,5682,16,4312.484,4087.934,0.818,0.781,0.925,0.81,0.945,0.957,0.81,0.945,0.957,0.77,0.925,0.947,0.808,0.945,0.956,17,16
34,5691,32,7872.611,7600.414,0.623,0.75,0.822,0.622,0.742,0.818,0.639,0.749,0.819,0.627,0.739,0.819,0.613,0.662,0.807,30,25
35,5691,64,15100.821,15228.045,0.389,0.341,0.563,0.374,0.331,0.56,0.454,0.382,0.572,0.416,0.28,0.554,0.429,0.26,0.541,31,27
36,6653,2,1349.049,1120.653,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.287,0.088,0.361,0.319,0.148,0.418,24,14
37,6643,4,1951.437,1709.674,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.309,0.226,0.601,0.337,0.4,0.697,26,14
38,6648,8,3107.335,2850.577,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.345,0.498,0.798,0.535,0.815,0.911,24,13
39,6645,16,5310.944,5023.8,0.819,0.841,0.91,0.776,0.874,0.907,0.776,0.872,0.907,0.698,0.831,0.888,0.774,0.876,0.91,19,16
40,6640,32,9759.185,9379.425,0.667,0.718,0.835,0.649,0.753,0.836,0.678,0.78,0.842,0.678,0.765,0.843,0.677,0.747,0.845,30,28
41,6643,64,18531.713,18094.888,0.405,0.364,0.573,0.382,0.344,0.567,0.449,0.385,0.578,0.403,0.304,0.562,0.404,0.232,0.539,35,26
42,7600,2,1530.876,1302.434,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.261,0.082,0.352,0.303,0.135,0.405,27,16
43,7602,4,2215.306,1968.139,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.305,0.238,0.607,0.328,0.352,0.672,25,16
44,7598,8,3564.162,3267.937,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.335,0.466,0.785,0.472,0.752,0.891,26,14
45,7601,16,6101.096,5794.116,0.854,0.868,0.955,0.813,0.907,0.962,0.816,0.965,0.973,0.786,0.944,0.963,0.816,0.963,0.972,17,16
46,7602,32,11064.723,10697.789,0.643,0.678,0.78,0.654,0.711,0.787,0.664,0.72,0.789,0.657,0.704,0.793,0.653,0.65,0.794,29,25
47,7596,64,21243.466,20698.511,0.417,0.349,0.545,0.358,0.331,0.547,0.445,0.368,0.553,0.415,0.304,0.546,0.404,0.239,0.526,36,26
48,8560,2,1740.037,1458.023,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.291,0.076,0.348,0.285,0.128,0.398,28,17
49,8550,4,2521.931,2244.635,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.315,0.224,0.598,0.332,0.374,0.683,27,15
50,8536,8,4004.692,3671.684,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.342,0.448,0.78,0.33,0.649,0.86,27,16
51,8541,16,6881.364,6506.928,0.856,0.925,0.969,0.819,0.907,0.962,0.87,0.985,0.985,0.835,0.971,0.979,0.87,0.984,0.985,17,16
52,8548,32,12499.409,11985.286,0.675,0.783,0.842,0.641,0.757,0.832,0.678,0.787,0.843,0.653,0.765,0.841,0.648,0.726,0.839,30,28
53,8540,64,23929.448,23407.646,0.418,0.358,0.563,0.359,0.324,0.558,0.454,0.377,0.569,0.44,0.32,0.57,0.429,0.256,0.558,35,27
54,9488,2,1943.59,1617.998,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.265,0.079,0.349,0.294,0.133,0.404,28,16
55,9500,4,2767.72,2466.438,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.286,0.213,0.592,0.305,0.339,0.66,28,18
56,9497,8,4483.292,4114.382,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.34,0.448,0.779,0.337,0.608,0.842,27,18
57,9498,16,7614.427,7238.204,0.849,0.924,0.959,0.849,0.963,0.97,0.849,0.963,0.97,0.624,0.837,0.919,0.849,0.964,0.97,23,16
58,9499,32,13904.098,13375.583,0.671,0.748,0.822,0.67,0.765,0.827,0.686,0.776,0.828,0.676,0.761,0.83,0.663,0.749,0.829,29,28
59,9505,64,26550.673,26528.523,0.456,0.422,0.617,0.416,0.407,0.613,0.482,0.453,0.62,0.461,0.377,0.617,0.436,0.294,0.608,39,31
0,957,2,306.101,232.595,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.327,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,402.454,332.114,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.358,0.447,0.721,0.462,0.748,0.854,12,7
2,953,8,608.597,529.867,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,1005.491,909.827,0.826,0.925,0.962,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1791.891,1647.746,0.546,0.601,0.742,0.537,0.615,0.743,0.537,0.608,0.746,0.526,0.513,0.73,0.482,0.409,0.704,20,17
5,951,64,3344.912,3133.04,0.334,0.171,0.525,0.293,0.155,0.515,0.371,0.17,0.524,0.351,0.105,0.384,0.352,0.059,0.289,15,8
6,1892,2,519.605,413.991,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.313,0.131,0.4,0.318,0.241,0.487,17,9
7,1896,4,724.966,534.102,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.338,0.408,0.699,0.333,0.578,0.782,14,9
8,1895,8,879.651,791.43,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.421,0.707,0.876,0.898,1.0,1.0,15,8
9,1898,16,1496.884,1379.528,0.836,0.964,0.973,0.838,0.964,0.971,0.838,0.964,0.971,0.837,0.961,0.97,0.851,0.926,0.967,16,15
10,1900,32,2733.71,2556.24,0.578,0.62,0.748,0.564,0.625,0.747,0.585,0.643,0.748,0.586,0.567,0.748,0.584,0.547,0.746,22,21
11,1902,64,5198.174,4902.714,0.328,0.233,0.508,0.321,0.24,0.519,0.393,0.271,0.528,0.365,0.177,0.459,0.354,0.137,0.43,21,16
12,2836,2,567.529,472.397,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.298,0.115,0.386,0.302,0.203,0.458,19,11
13,2841,4,815.692,710.474,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.309,0.321,0.654,0.343,0.457,0.724,18,12
14,2843,8,1303.817,1163.439,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.366,0.562,0.825,0.876,1.0,1.0,20,8
15,2841,16,2273.642,2037.452,0.848,0.921,0.959,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,4038.237,3772.746,0.519,0.48,0.71,0.581,0.642,0.749,0.598,0.659,0.759,0.578,0.588,0.753,0.578,0.55,0.745,24,22
17,2845,64,7726.887,7269.742,0.372,0.287,0.512,0.363,0.29,0.512,0.406,0.301,0.52,0.384,0.206,0.478,0.347,0.157,0.453,25,19
18,3792,2,748.564,621.777,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.288,0.126,0.396,0.311,0.197,0.454,18,11
19,3798,4,1070.135,930.174,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.311,0.279,0.632,0.331,0.451,0.723,21,12
20,3788,8,1720.064,1548.06,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.37,0.502,0.802,0.82,0.974,0.984,23,9
21,3783,16,2943.186,2702.397,0.85,0.91,0.958,0.828,0.964,0.97,0.828,0.964,0.97,0.828,0.963,0.969,0.828,0.966,0.971,16,16
22,3791,32,5359.631,5001.202,0.638,0.726,0.834,0.651,0.762,0.839,0.664,0.771,0.842,0.635,0.753,0.843,0.635,0.683,0.832,30,25
23,3792,64,10254.016,9660.637,0.373,0.312,0.535,0.382,0.306,0.53,0.425,0.329,0.539,0.388,0.251,0.52,0.388,0.194,0.494,30,21
24,4739,2,910.997,773.772,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.297,0.1,0.374,0.311,0.176,0.441,21,12
25,4742,4,1331.886,1163.105,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.306,0.259,0.619,0.331,0.426,0.709,23,13
26,4744,8,2146.142,1948.775,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.351,0.491,0.793,0.532,0.809,0.91,25,13
27,4744,16,3691.452,3417.392,0.842,0.916,0.966,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.975,0.979,16,16
28,4746,32,6736.798,6319.29,0.655,0.764,0.839,0.654,0.767,0.837,0.666,0.773,0.839,0.676,0.754,0.84,0.651,0.689,0.831,28,25
29,4740,64,12786.74,12148.688,0.395,0.342,0.548,0.331,0.309,0.54,0.424,0.362,0.555,0.419,0.285,0.535,0.36,0.199,0.501,32,22
30,5697,2,1097.197,929.459,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.282,0.093,0.366,0.312,0.148,0.419,23,14
31,5687,4,1608.459,1402.045,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.312,0.221,0.595,0.321,0.411,0.699,28,14
32,5690,8,2602.377,2355.346,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.33,0.468,0.786,0.53,0.807,0.909,26,13
33,5682,16,4421.309,4074.414,0.81,0.947,0.957,0.81,0.945,0.957,0.81,0.945,0.957,0.77,0.924,0.947,0.808,0.945,0.956,17,16
